name,company,company_size,field,workarea,salary,background,education
推荐算法工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,50k-80k,5-10年,本科
高级iOS开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,40k-60k,3-5年,本科
招聘专家-产研方向【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,20k-30k,5-10年,本科
高级测试工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,20k-40k,3-5年,本科
UI设计师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
高级PHP开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,25k-35k,3-5年,本科
Golang开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
小游戏策划JD（桌游方向）,湖北盛天网络技术股份有限公司,500-2000人,"游戏,文娱丨内容",武汉,10k-13k,3-5年,本科
小游戏策划JD（桌游方向）,湖北盛天网络技术股份有限公司,500-2000人,"游戏,文娱丨内容",武汉,10k-13k,3-5年,本科
售前解决方案经理,上海凡米智能科技有限公司,15-50人,"消费生活,人工智能",上海,9k-15k,应届毕业生,本科
全栈工程师,上海凡米智能科技有限公司,15-50人,"消费生活,人工智能",上海,12k-20k,应届毕业生,本科
php开发工程师,上海凡米智能科技有限公司,15-50人,"消费生活,人工智能",上海,12k-20k,应届毕业生,本科
UI设计师,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,12k-20k,3-5年,本科
PHP开发工程师,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,15k-25k,1-3年,大专
采购专员,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,4k-6k,1-3年,大专
BI工程师,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,15k-25k,5-10年,不限
供应链产品经理,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,15k-30k,3-5年,本科
Python实习生,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,5k-8k,应届毕业生,本科
中级产品经理,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,13k-20k,3-5年,本科
初级产品经理,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,10k-15k,不限,本科
中台产品经理,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,20k-40k,3-5年,本科
高级/资深产品经理（ERP））,深圳市百果互动科技有限公司,150-500人,"移动互联网,电商",深圳,20k-40k,3-5年,本科
前端工程师,四川快易家科技有限公司,15-50人,"移动互联网,电商",成都,8k-12k,1-3年,本科
课程咨询师,成都心田花开教育咨询有限公司,500-2000人,教育,南京,5k-8k,应届毕业生,本科
用户研究员,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,深圳,13k-20k,1-3年,本科
销售顾问,北京金三科技股份有限公司,150-500人,"移动互联网,企业服务",深圳,7k-13k,1-3年,大专
JAVA开发工程师（DSJKY1dl）(J11978),北京东方国信科技股份有限公司,2000人以上,数据服务,北京,8k-16k,1-3年,本科
JAVA,广州市九浚信息技术有限公司,15-50人,"移动互联网,广告营销",广州,15k-20k,3-5年,本科
微信运营,浙江灵均文化传播有限公司,50-150人,电商,杭州,4k-6k,不限,大专
IT工程师,上海宏路数据技术股份有限公司,150-500人,移动互联网,上海,7k-12k,1-3年,本科
置业顾问房产经纪人,贵州恒鑫泰房地产营销策划有限公司,15-50人,数据服务,贵阳,6k-12k,不限,不限
运营经理,广州海鹚网络科技有限公司,150-500人,移动互联网,广州,7k-12k,1-3年,本科
运维工程师,杭州米雅信息科技有限公司,150-500人,移动互联网,杭州,15k-20k,3-5年,本科
人事主管,深圳市特约实业有限公司,150-500人,金融,深圳,10k-20k,3-5年,本科
销售经理,中国人寿保险股份有限公司上海市分公司黄浦北京西路营销服务部,2000人以上,金融,上海,10k-20k,不限,大专
人事专员，售后客服,武汉梦聚十里电子商务有限公司,50-150人,"企业服务,其他",武汉,5k-9k,不限,大专
3D设计师（广州）,北京乐自天成文化发展有限公司,150-500人,"游戏,广告营销",广州,7k-12k,1-3年,大专
高级运维工程师,深圳市阿卡索资讯股份有限公司,2000人以上,"教育,移动互联网",深圳,10k-15k,3-5年,大专
产品经理,成都不问科技有限公司,15-50人,"移动互联网,人工智能",成都,8k-15k,3-5年,本科
小学数学教师,成都心田花开教育咨询有限公司,500-2000人,教育,成都,8k-16k,不限,本科
策略运营经理(J200715001),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,杭州,15k-30k,3-5年,本科
大客户销售经理（南昌）,上海亘岩网络科技有限公司,150-500人,移动互联网,南昌,15k-25k,3-5年,本科
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,厦门,12k-24k,不限,本科
抖音主播,广州市无虑网络科技有限公司,15-50人,文娱丨内容,广州,15k-30k,不限,不限
产品经理（C端）,北京亿典科技有限公司,15-50人,"移动互联网,数据服务",北京,15k-30k,1-3年,本科
星沙快递包吃住招工,长沙市芙蓉区奥新设备维修部,15-50人,其他,长沙,4k-6k,不限,不限
前端工程师,四川快易家科技有限公司,15-50人,"移动互联网,电商",成都,8k-12k,1-3年,本科
用户研究员,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,深圳,13k-20k,1-3年,本科
销售顾问,北京金三科技股份有限公司,150-500人,"移动互联网,企业服务",深圳,7k-13k,1-3年,大专
JAVA开发工程师（DSJKY1dl）(J11978),北京东方国信科技股份有限公司,2000人以上,数据服务,北京,8k-16k,1-3年,本科
JAVA,广州市九浚信息技术有限公司,15-50人,"移动互联网,广告营销",广州,15k-20k,3-5年,本科
微信运营,浙江灵均文化传播有限公司,50-150人,电商,杭州,4k-6k,不限,大专
区块链golang开发,杭州米链科技有限公司,150-500人,"人工智能,软件开发",杭州,16k-32k,不限,本科
策略运营经理(J200715001),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,杭州,15k-30k,3-5年,本科
普工,深圳市蓝恒电子科技有限公司,150-500人,通讯电子,深圳,6k-8k,不限,不限
android开发工程师,深圳市鑫企云科技有限公司,少于15人,"企业服务,物联网",深圳,8k-15k,1-3年,不限
大客户销售经理（南昌）,上海亘岩网络科技有限公司,150-500人,移动互联网,南昌,15k-25k,3-5年,本科
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,厦门,12k-24k,不限,本科
抖音主播,广州市无虑网络科技有限公司,15-50人,文娱丨内容,广州,15k-30k,不限,不限
产品经理（C端）,北京亿典科技有限公司,15-50人,"移动互联网,数据服务",北京,15k-30k,1-3年,本科
星沙快递包吃住招工,长沙市芙蓉区奥新设备维修部,15-50人,其他,长沙,4k-6k,不限,不限
前端工程师,四川快易家科技有限公司,15-50人,"移动互联网,电商",成都,8k-12k,1-3年,本科
课程咨询师,成都心田花开教育咨询有限公司,500-2000人,教育,南京,5k-8k,应届毕业生,本科
用户研究员,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,深圳,13k-20k,1-3年,本科
销售顾问,北京金三科技股份有限公司,150-500人,"移动互联网,企业服务",深圳,7k-13k,1-3年,大专
JAVA开发工程师（DSJKY1dl）(J11978),北京东方国信科技股份有限公司,2000人以上,数据服务,北京,8k-16k,1-3年,本科
JAVA,广州市九浚信息技术有限公司,15-50人,"移动互联网,广告营销",广州,15k-20k,3-5年,本科
前端实习生,上海卫莎网络科技有限公司,50-150人,"移动互联网,文娱丨内容",上海,3k-6k,应届毕业生,本科
出行地图行业Java开发,深圳万顺叫车云信息技术有限公司北京信息技术分公司,2000人以上,"移动互联网,汽车丨出行",北京,25k-35k,5-10年,本科
区块链golang开发,杭州米链科技有限公司,150-500人,"人工智能,软件开发",杭州,16k-32k,不限,本科
.Net开发工程师,深圳市阿卡索资讯股份有限公司,2000人以上,"教育,移动互联网",深圳,10k-15k,1-3年,大专
产品经理,成都不问科技有限公司,15-50人,"移动互联网,人工智能",成都,8k-15k,3-5年,本科
品牌营销设计师/设计专家(J200615035),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,杭州,40k-60k,5-10年,本科
小学数学教师,成都心田花开教育咨询有限公司,500-2000人,教育,成都,8k-16k,不限,本科
营销顾问,广东合富房地产置业有限公司,2000人以上,消费生活,广州,5k-8k,不限,本科
软件测试(J14087),北京科创恒利科技有限公司,150-500人,企业服务,成都,15k-18k,1-3年,本科
储备干部,杭州友驿企业管理咨询有限公司,少于15人,企业服务,杭州,3k-5k,应届毕业生,本科
ka大客户经理（灵活用工）,北京身边惠商务服务有限公司,150-500人,"企业服务,金融",北京,8k-15k,不限,大专
大客户广告营销策划师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,福州,12k-24k,不限,本科
人力资源实习生(J13313),深圳依时货拉拉科技有限公司,2000人以上,"移动互联网,消费生活",深圳,3k-4k,应届毕业生,本科
普工,深圳市蓝恒电子科技有限公司,150-500人,通讯电子,深圳,6k-8k,不限,不限
android开发工程师,深圳市鑫企云科技有限公司,少于15人,"企业服务,物联网",深圳,8k-15k,1-3年,不限
前端实习生,上海卫莎网络科技有限公司,50-150人,"移动互联网,文娱丨内容",上海,3k-6k,应届毕业生,本科
行政助理,深圳万顺叫车云信息技术有限公司北京信息技术分公司,2000人以上,"移动互联网,汽车丨出行",北京,6k-7k,3-5年,本科
3d动作设计师,广州酷游娱乐科技有限公司,150-500人,游戏,广州,6k-12k,1-3年,不限
测试工程师-web,北京点石经纬科技有限公司,500-2000人,"移动互联网,教育",北京,12k-20k,3-5年,本科
Java开发工程师,杭州米链科技有限公司,150-500人,"人工智能,软件开发",杭州,15k-25k,3-5年,本科
软件测试,南京中创盎赛软件科技有限公司,150-500人,"移动互联网,人工智能",东莞,4k-7k,不限,大专
运维工程师,杭州云霁科技有限公司,50-150人,企业服务,杭州,12k-20k,1-3年,本科
.Net开发工程师,深圳市阿卡索资讯股份有限公司,2000人以上,"教育,移动互联网",深圳,10k-15k,1-3年,大专
技术支持,北京口袋财富信息科技有限公司,50-150人,"移动互联网,金融",北京,8k-15k,1-3年,本科
前端开发工程师,成都不问科技有限公司,15-50人,"移动互联网,人工智能",成都,10k-15k,3-5年,本科
Python开发工程师,广东紫晶信息存储技术股份有限公司,150-500人,"数据服务,其他",广州,9k-14k,1-3年,本科
商务拓展经理,北京铂诺商学教育科技有限公司,50-150人,"教育,金融",北京,10k-17k,3-5年,本科
托管老师,大连众鸿教育信息科技有限公司,少于15人,教育,大连,3k-5k,不限,大专
课程咨询师,成都心田花开教育咨询有限公司,500-2000人,教育,长沙,5k-8k,应届毕业生,大专
品牌营销设计师/设计专家(J200615035),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,杭州,40k-60k,5-10年,本科
网络营销顾问,深圳市顺时科技有限公司,50-150人,移动互联网,深圳,8k-15k,不限,大专
产品实习生,上海卫莎网络科技有限公司,50-150人,"移动互联网,文娱丨内容",上海,3k-6k,应届毕业生,本科
行政助理,深圳万顺叫车云信息技术有限公司北京信息技术分公司,2000人以上,"移动互联网,汽车丨出行",北京,6k-7k,3-5年,本科
商业数据分析师,上海驰骛信息科技有限公司,50-150人,"数据服务,移动互联网",上海,15k-25k,3-5年,本科
天天爱-运营策划,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,6k-8k,1-3年,本科
3d动作设计师,广州酷游娱乐科技有限公司,150-500人,游戏,广州,6k-12k,1-3年,不限
测试工程师-web,北京点石经纬科技有限公司,500-2000人,"移动互联网,教育",北京,12k-20k,3-5年,本科
Java开发工程师,杭州米链科技有限公司,150-500人,"人工智能,软件开发",杭州,15k-25k,3-5年,本科
软件测试,南京中创盎赛软件科技有限公司,150-500人,"移动互联网,人工智能",东莞,4k-7k,不限,大专
windows客户端开发工程师,北京高思博乐教育科技股份有限公司,2000人以上,"教育,移动互联网",北京,20k-35k,3-5年,本科
运维实施工程师,杭州云霁科技有限公司,50-150人,企业服务,郑州,8k-15k,1-3年,本科
电商事业部 - 社群运营,成都优卡信息科技有限公司,150-500人,金融,成都,6k-7k,1-3年,大专
高级.net开发工程师,深圳市阿卡索资讯股份有限公司,2000人以上,"教育,移动互联网",深圳,15k-21k,3-5年,本科
技术支持,北京口袋财富信息科技有限公司,50-150人,"移动互联网,金融",北京,8k-15k,1-3年,本科
